,0
85,(V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i]) | (V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]) | (V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1]) | (DL[i-1] & V0[i+1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1]) | (DL[i-1] & V0[i+1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V1[i+1]) | (DL[i-1] & V0[i-1] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i]) | (DL[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i] & ~V1[i-1])
86,(V0[i] & V1[i]) | (V1[i] & ~DL[i]) | (V0[i-1] & V1[i-1] & ~DL[i]) | (V0[i-1] & ~DL[i] & ~V0[i]) | (DL[i-1] & V0[i-1] & ~DL[i+1] & ~V0[i+1]) | (V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i+1]) | (V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1]) | (DL[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]) | (V0[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]) | (V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1]) | (V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i]) | (V0[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i+1]) | (V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i-1] & V1[i] & ~V1[i+1]) | (~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i]) | (~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1])
87,(DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]) | (DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]) | (DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~DL[i-1] & ~V1[i+1]) | (DL[i] & V0[i+1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i])
88,~DL[i] | (DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & V1[i-1]) | (DL[i+1] & V0[i+1] & V1[i+1] & V1[i-1] & V1[i]) | (DL[i+1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1]) | (DL[i+1] & V0[i+1] & V0[i-1] & V1[i] & ~V1[i-1]) | (DL[i+1] & V0[i+1] & V0[i] & V1[i-1] & ~V0[i-1]) | (DL[i+1] & V0[i+1] & V1[i-1] & V1[i] & ~V0[i-1]) | (DL[i+1] & V0[i-1] & V0[i] & V1[i+1] & ~V1[i-1]) | (DL[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V1[i-1]) | (DL[i+1] & V0[i] & V1[i+1] & V1[i-1] & ~V0[i-1]) | (DL[i+1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]) | (DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~V1[i-1]) | (DL[i+1] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i-1] & ~V0[i]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1])
89,(DL[i] & V0[i-1] & ~V1[i-1] & ~V1[i]) | (DL[i] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i] & V0[i-1] & V0[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]) | (DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i]) | (DL[i] & V0[i-1] & V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i]) | (DL[i-1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i] & V0[i+1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]) | (V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i] & V0[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V1[i-1] & ~V1[i])
90,(V0[i] & ~V1[i]) | (V1[i] & ~V0[i]) | (V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1]) | (DL[i-1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i-1]) | (DL[i-1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (DL[i] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i-1]) | (DL[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V1[i-1]) | (DL[i-1] & DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V1[i-1]) | (DL[i] & V1[i] & ~DL[i-1] & ~V0[i+1] & ~V1[i+1]) | (DL[i] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]) | (V0[i-1] & V1[i] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]) | (V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]) | (DL[i-1] & DL[i] & V0[i-1] & V1[i] & ~V0[i+1] & ~V1[i-1]) | (DL[i] & V0[i+1] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1]) | (V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i+1] & ~V1[i-1]) | (V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]) | (V1[i] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1]) | (~DL[i+1] & ~DL[i-1] & ~V0[i+1] & ~V0[i-1] & ~V1[i+1])
91,(~V0[i] & ~V1[i]) | (V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1]) | (DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]) | (V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V1[i-1]) | (V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]) | (V0[i-1] & V0[i] & V1[i] & ~DL[i+1] & ~V1[i-1]) | (V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~V1[i-1]) | (V0[i+1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]) | (DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (DL[i-1] & V0[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (DL[i-1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i] & ~V1[i-1]) | (DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V0[i])
92,(DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1]) | (DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]) | (DL[i+1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]) | (V0[i+1] & V0[i-1] & V0[i] & ~DL[i] & ~V1[i+1] & ~V1[i-1]) | (V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i]) | (DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i]) | (DL[i-1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i-1] & ~V1[i]) | (DL[i+1] & V0[i+1] & ~DL[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i]) | (DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1] & ~V1[i-1] & ~V1[i])
93,(V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i]) | (V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i]) | (V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]) | (V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1]) | (DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]) | (V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1]) | (~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i]) | (DL[i-1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]) | (V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]) | (V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]) | (V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1] & ~V0[i]) | (V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1]) | (V1[i-1] & V1[i] & ~DL[i] & ~V0[i-1] & ~V0[i]) | (V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V1[i-1]) | (V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]) | (V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]) | (DL[i-1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]) | (DL[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]) | (V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]) | (DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]) | (DL[i-1] & V0[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i] & ~V1[i-1]) | (DL[i-1] & V0[i-1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]) | (DL[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]) | (V0[i-1] & V1[i+1] & V1[i] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1])
94,DL[i] | (DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V0[i]) | (DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V1[i+1]) | (DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V1[i]) | (DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i+1]) | (DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i]) | (DL[i+1] & V0[i-1] & V1[i-1] & ~V1[i+1] & ~V1[i]) | (DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]) | (V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i-1] & ~V0[i] & ~V1[i]) | (V0[i-1] & V1[i-1] & ~DL[i-1] & ~V0[i+1] & ~V0[i] & ~V1[i])
95,(~DL[i+1] & ~V0[i] & ~V1[i]) | (V0[i+1] & V1[i+1] & ~V0[i] & ~V1[i]) | (V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1]) | (V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]) | (V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (V1[i-1] & ~V0[i-1] & ~V0[i] & ~V1[i]) | (DL[i-1] & V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i]) | (V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V1[i-1]) | (V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1]) | (V0[i-1] & V0[i] & V1[i] & ~DL[i+1] & ~V1[i-1]) | (V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]) | (V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~V1[i-1]) | (V0[i+1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]) | (DL[i-1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]) | (V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]) | (V0[i+1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i]) | (V0[i-1] & V1[i+1] & ~DL[i+1] & ~DL[i] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~DL[i] & ~V1[i-1]) | (DL[i-1] & V0[i+1] & V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]) | (DL[i-1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i]) | (DL[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V0[i]) | (V0[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~V0[i-1]) | (DL[i-1] & V0[i+1] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i]) | (V0[i+1] & V0[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i-1] & ~V1[i]) | (V0[i+1] & V0[i] & V1[i] & ~DL[i+1] & ~DL[i-1] & ~DL[i] & ~V0[i-1])
96,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i]
97,V1[i+1] & V1[i] & ~DL[i+1] & ~DL[i]
98,DL[i] & V0[i+1] & V0[i] & ~DL[i+1]
99,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i]
100,DL[i+1] & DL[i]
101,DL[i] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
102,~V0[i] & ~V1[i]
103,V0[i] & ~V1[i]
104,V0[i] & V1[i]
105,DL[i+1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1]
106,V0[i-1] & V1[i-1] & ~V0[i] & ~V1[i]
107,DL[i+1] & V0[i-1] & ~V0[i+1] & ~V1[i-1]
108,DL[i] & V0[i] & V1[i-1] & ~V0[i-1]
109,DL[i] & ~V0[i]
110,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & V1[i+1] & ~V1[i-1]
111,DL[i] & V0[i] & ~V1[i]
112,DL[i] & ~V1[i]
113,DL[i] & V0[i-1] & V1[i-1]
114,V0[i-1] & V0[i] & V1[i] & ~DL[i] & ~V1[i-1]
115,V1[i] & ~V0[i]
116,DL[i-1] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i-1]
117,V0[i+1] & V0[i] & V1[i] & ~DL[i+1]
118,DL[i+1] & V0[i-1] & V1[i-1]
119,~DL[i]
120,V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i]
121,DL[i+1] & V0[i+1] & V0[i-1] & V1[i-1]
122,DL[i] & V1[i-1] & V1[i] & ~V0[i-1]
123,DL[i-1] & V0[i-1] & V0[i] & ~DL[i] & ~V1[i-1]
124,V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i+1] & ~V0[i]
125,V0[i] & V1[i+1] & V1[i] & ~DL[i+1]
126,V1[i+1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i] & ~V1[i]
127,DL[i+1] & V1[i-1] & ~V0[i-1]
128,V0[i] & ~DL[i] & ~V1[i]
129,DL[i+1] & V0[i+1] & ~DL[i-1]
130,DL[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
131,DL[i+1] & V0[i+1] & V1[i+1] & ~DL[i-1]
132,DL[i+1] & DL[i] & V0[i+1] & V0[i] & V1[i+1] & ~V1[i]
133,DL[i+1] & V0[i+1] & V0[i-1] & V0[i] & V1[i+1] & V1[i] & ~V1[i-1]
134,~DL[i+1] & ~V0[i] & ~V1[i]
135,DL[i] & V0[i]
136,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i] & ~V1[i]
137,DL[i+1] & V0[i+1] & V1[i+1]
138,DL[i] & V0[i-1] & V1[i-1] & V1[i] & ~V0[i]
139,~DL[i] & ~V0[i]
140,DL[i] & V0[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1] & ~V1[i]
141,DL[i+1] & V0[i-1] & V1[i+1] & V1[i] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
142,DL[i] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i+1]
143,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1]
144,V0[i-1] & V1[i+1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i-1]
145,DL[i] & V1[i]
146,V0[i-1] & V1[i-1] & ~DL[i+1]
147,DL[i]
148,V0[i-1] & V0[i] & V1[i-1] & V1[i]
149,DL[i-1] & DL[i] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
150,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & V1[i]
151,DL[i+1] & V0[i-1] & V0[i] & V1[i-1]
152,DL[i+1] & V0[i-1] & V0[i] & V1[i-1] & V1[i]
153,V0[i-1] & V0[i] & V1[i-1] & V1[i] & ~DL[i+1]
154,DL[i+1] & V0[i+1] & V0[i] & V1[i]
155,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1]
156,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i+1]
157,V1[i+1] & ~DL[i+1] & ~V0[i+1]
158,DL[i+1] & V0[i-1] & ~V1[i-1]
159,DL[i+1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~V0[i]
160,DL[i] & V0[i+1] & V0[i] & V1[i] & ~V1[i+1]
161,V0[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V1[i]
162,V0[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i]
163,DL[i] & V0[i+1] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]
164,DL[i] & V0[i-1] & ~V1[i-1] & ~V1[i]
165,DL[i+1] & DL[i-1] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1]
166,DL[i+1] & V0[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i]
167,V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]
168,DL[i] & V0[i-1] & V0[i] & ~V1[i-1]
169,V0[i] & V1[i-1] & V1[i] & ~V0[i-1]
170,V0[i] & ~DL[i]
171,DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1]
172,V0[i+1] & ~V0[i] & ~V1[i+1]
173,V1[i+1] & V1[i-1] & ~DL[i] & ~V0[i-1]
174,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V0[i+1]
175,V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i+1]
176,DL[i+1] & ~V0[i+1] & ~V0[i] & ~V1[i]
177,DL[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1]
178,DL[i] & V1[i-1] & ~DL[i+1] & ~V0[i-1]
179,DL[i+1] & DL[i-1] & V0[i+1] & V1[i+1] & V1[i-1] & ~V0[i-1]
180,DL[i] & V0[i-1] & V1[i] & ~V0[i] & ~V1[i-1]
181,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1]
182,DL[i] & V1[i] & ~V0[i]
183,V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i+1] & ~V1[i-1]
184,V0[i+1] & V0[i-1] & V1[i] & ~DL[i+1] & ~V1[i-1]
185,DL[i+1] & V0[i] & V1[i-1] & ~DL[i-1] & ~DL[i] & ~V0[i+1] & ~V1[i]
186,~DL[i+1] & ~DL[i] & ~V0[i-1] & ~V1[i-1]
187,DL[i] & V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1]
188,~DL[i] & ~V0[i+1] & ~V1[i+1]
189,V0[i+1] & V0[i-1] & V0[i] & ~DL[i] & ~V1[i-1]
190,DL[i+1] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i] & ~V0[i+1]
191,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i-1]
192,V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i+1] & ~V0[i-1]
193,DL[i+1] & V1[i] & ~V0[i]
194,DL[i+1] & DL[i] & V0[i-1] & V0[i] & ~V1[i-1]
195,DL[i+1] & DL[i] & V0[i] & V1[i]
196,DL[i+1] & V1[i+1] & V1[i] & ~V0[i+1] & ~V0[i]
197,V0[i+1] & V1[i+1] & ~DL[i+1] & ~V0[i-1] & ~V1[i-1]
198,DL[i+1] & V0[i+1] & V1[i+1] & ~V0[i]
199,DL[i+1] & DL[i] & V0[i] & V1[i-1] & ~V0[i-1] & ~V1[i]
200,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i-1]
201,V0[i+1] & V1[i+1] & ~V0[i] & ~V1[i]
202,V0[i+1] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i+1]
203,V0[i+1] & V0[i] & V1[i+1] & V1[i]
204,DL[i] & ~DL[i+1] & ~V0[i-1]
205,DL[i+1] & DL[i] & V1[i] & ~V0[i-1] & ~V0[i] & ~V1[i-1]
206,~DL[i] & ~V1[i]
207,DL[i] & V0[i] & V1[i-1] & ~DL[i-1] & ~V0[i-1] & ~V1[i]
208,DL[i+1] & V1[i+1] & V1[i-1] & V1[i] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
209,DL[i] & V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1]
210,V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
211,V0[i-1] & V1[i+1] & ~DL[i+1] & ~DL[i]
212,V0[i] & V1[i] & ~DL[i]
213,V0[i-1] & ~DL[i+1] & ~V1[i-1]
214,DL[i-1] & V0[i-1] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
215,DL[i+1] & V0[i+1] & V0[i-1] & V1[i+1] & ~V1[i-1]
216,
217,DL[i+1] & V0[i-1] & V1[i-1] & V1[i]
218,DL[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~DL[i]
219,DL[i+1] & V0[i] & V1[i+1] & ~V0[i+1] & ~V1[i]
220,DL[i+1] & V0[i] & V1[i+1] & V1[i]
221,V0[i-1] & ~DL[i+1] & ~V0[i+1] & ~V1[i-1]
222,DL[i+1] & V0[i-1] & V1[i-1] & ~V1[i+1]
223,V0[i-1] & V0[i] & V1[i-1] & ~DL[i+1] & ~DL[i] & ~V1[i+1]
224,DL[i-1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
225,DL[i+1] & V0[i+1] & V0[i-1] & V1[i+1] & V1[i-1] & ~V1[i]
226,DL[i] & V0[i] & V1[i-1] & V1[i] & ~V0[i-1]
227,DL[i-1] & DL[i] & V1[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i+1] & ~V0[i]
228,V1[i] & ~DL[i+1] & ~DL[i] & ~V0[i] & ~V1[i-1]
229,V1[i] & ~DL[i]
230,DL[i] & V0[i+1] & V0[i-1] & ~V1[i+1] & ~V1[i-1] & ~V1[i]
231,DL[i+1] & V0[i+1] & V0[i] & V1[i+1] & V1[i-1]
232,DL[i] & V0[i-1] & V0[i] & ~V1[i+1] & ~V1[i-1]
233,V0[i+1] & V0[i] & V1[i+1] & V1[i] & ~DL[i+1]
234,DL[i+1] & V0[i+1] & V0[i-1] & ~DL[i] & ~V1[i+1] & ~V1[i-1]
235,DL[i+1] & V0[i-1] & V1[i-1] & ~V0[i+1] & ~V0[i]
236,DL[i+1] & V1[i+1] & ~DL[i-1] & ~V0[i] & ~V1[i]
237,V1[i+1] & ~DL[i+1] & ~DL[i] & ~V0[i]
238,DL[i] & V0[i+1] & ~DL[i+1] & ~V1[i]
239,DL[i] & V1[i+1] & V1[i-1] & ~DL[i+1] & ~V0[i+1] & ~V0[i-1] & ~V0[i]
240,V0[i+1] & ~V1[i+1] & ~V1[i]
241,V1[i-1] & ~DL[i+1] & ~DL[i] & ~V0[i-1]
242,V0[i-1] & V1[i-1] & ~DL[i+1] & ~V1[i+1]
243,DL[i] & V1[i+1] & ~DL[i+1] & ~DL[i-1]
244,DL[i+1] & ~V0[i] & ~V1[i+1] & ~V1[i]
245,DL[i+1] & V1[i-1] & ~V0[i+1] & ~V0[i-1]
246,DL[i] & V1[i-1] & ~V0[i-1] & ~V1[i]
247,DL[i+1] & V0[i-1] & V1[i+1] & ~V1[i-1]
248,DL[i+1] & V0[i-1] & ~V0[i] & ~V1[i-1] & ~V1[i]
249,V0[i+1] & V0[i-1] & V0[i] & ~V1[i-1] & ~V1[i]
250,DL[i] & V1[i] & ~V1[i-1]
251,V0[i-1] & ~DL[i] & ~V0[i] & ~V1[i-1] & ~V1[i]
252,V0[i] & V1[i+1] & ~DL[i+1] & ~V0[i+1] & ~V1[i]
253,V0[i+1] & V1[i-1] & V1[i] & ~DL[i+1] & ~V0[i-1]
254,V0[i+1] & V0[i-1] & ~DL[i+1] & ~V1[i-1]
